0.15826331,0.5173913,0.9019608,0.023655912,0.8563536,0.70980394,0.11464968,0.8532609,0.72156864,0.0,0.0,0.0
0.56072354,0.6,0.84313726,0.88235295,0.7589286,0.4392157,0.35064936,1.0,0.90588236,0.0,0.0,1.0
0.6465325,0.6367521,0.91764706,0.8708514,0.90588236,1.0,0.508547,0.27272728,0.56078434,0.0,0.0,1.0
0.20370372,0.80597013,0.5254902,0.4482759,0.9354839,0.972549,0.6812715,0.9238095,0.8235294,0.0,0.0,1.0
0.36836517,0.91812867,0.67058825,0.6166666,0.5325444,0.6627451,0.5238095,0.14583333,0.1882353,0.0,0.0,1.0
0.9166667,0.72131145,0.7176471,0.7857143,0.1590909,0.5176471,0.6467237,0.7548387,0.60784316,0.0,0.0,1.0
0.67857146,0.56852794,0.77254903,0.99114335,0.98571426,0.8235294,0.7083333,0.7914438,0.73333335,0.0,0.0,1.0
0.16666667,0.015873017,0.24705882,0.8520924,0.95454544,0.9490196,0.15873016,0.8442211,0.78039217,0.0,0.0,1.0
0.29198965,0.65482235,0.77254903,0.22746332,0.7327189,0.8509804,0.73333335,0.12605043,0.46666667,0.0,0.0,0.0
0.09615385,0.29213482,0.69803923,0.375,0.27450982,0.8,0.33221474,0.59839356,0.9764706,0.0,0.0,0.0
0.4465812,1.0,0.6117647,0.5422535,0.4640523,0.6,0.57246375,0.777027,0.5803922,0.0,0.0,1.0
0.95726496,0.8239437,0.5568628,0.5698413,0.6104651,0.6745098,0.7383253,0.96728975,0.8392157,0.0,0.0,1.0
0.19217686,0.6805556,0.5647059,0.13730569,0.9061033,0.8352941,0.7635934,0.6103896,0.90588236,0.0,0.0,0.0
0.574187,0.9425287,0.68235296,0.81382114,0.8541667,0.9411765,0.9235474,0.8582677,0.49803922,0.0,0.0,1.0
0.9316436,0.97309417,0.8745098,0.75986844,0.8786127,0.6784314,0.46616542,0.6751269,0.77254903,0.0,0.0,1.0
0.73571426,0.7070707,0.3882353,0.0,0.6509434,0.41568628,0.042314332,0.9897436,0.7647059,0.0,0.0,1.0
0.4030303,0.4888889,0.88235295,0.28036177,0.6825397,0.7411765,0.4102564,0.8552632,0.89411765,0.0,0.0,0.0
0.9636752,0.8914286,0.6862745,0.3979592,0.765625,0.5019608,0.22997415,0.6,0.84313726,0.0,0.0,1.0
0.48358586,0.58666664,0.88235295,0.7125604,0.8661088,0.9372549,0.5862069,0.5272727,0.43137255,0.0,0.0,1.0
0.5052493,0.61650485,0.80784315,0.7025948,0.7556561,0.8666667,0.8244445,0.90909094,0.64705884,0.0,0.0,1.0
0.32995495,0.62184876,0.93333334,0.027027031,0.88095236,0.65882355,0.15222223,0.79787236,0.7372549,0.0,0.0,0.0
0.67333335,0.28089887,0.34901962,0.65891474,0.36134455,0.46666667,0.20957096,0.74814814,0.5294118,0.0,0.0,1.0
0.61407405,0.9,0.98039216,0.058139533,0.704918,0.23921569,0.19411767,0.52469134,0.63529414,0.0,0.0,1.0
0.33333334,0.05957447,0.92156863,0.63799286,0.48947367,0.74509805,0.90220386,0.61421317,0.77254903,0.0,0.0,0.0
0.9160998,0.7205882,0.8,0.2535461,0.49473685,0.74509805,0.071949,1.0,0.7176471,0.0,0.0,0.0
